raw_affiliation,canonical_affiliation,country,region,source,confidence
BenevolentAI,BenevolentAI,Unknown,Other/Unknown,unknown,0.0
Infinigence,Infinigence,Unknown,Other/Unknown,unknown,0.0
Chinese PLA General Hospital,Universidad Nacional de General San Martín,Argentina,Latin America,university_dataset,0.855
"Nanjing University of Aeronautics and Astronautics, Tsinghua University",Nanjing University,China,China,university_dataset,0.9
LAION,LAION,Unknown,Other/Unknown,unknown,0.0
Hong Kong Metropolitan University,Hong Kong Metropolitan University,Hong Kong,China,manual_substring,0.9
ANTGROUP,ANTGROUP,Unknown,Other/Unknown,unknown,0.0
Neural Concept,Neural Concept,Unknown,Other/Unknown,unknown,0.0
Reality Labs Research,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
State Key Laboratory of Integrated Services Networks,Atharva College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
Universidad Nacional de Córdoba,Universidad Nacional de Córdoba,Argentina,Latin America,university_dataset,1.0
Shanghai University of Electric Power,Changsha University of Electric Power,China,China,university_dataset,0.9459459459459459
University of Missouri,University of Missouri,United States,United States,university_dataset,1.0
KTH,KTH,Unknown,Other/Unknown,unknown,0.0
"IBM Research, International Business Machines",IBM Research,United States,United States,manual_substring,0.9
IBM TJ Watson Research Center,IBM Research,United States,United States,manual_substring,0.9
EleutherAI Institute,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Disney,Disney,Unknown,Other/Unknown,unknown,0.0
"Disney Research|Studios, Disney",The Scripps Research Institute,United States,United States,university_dataset,0.855
Layer6 AI,Layer6 AI,Unknown,Other/Unknown,unknown,0.0
Basis Research Institute,Bhagwan Parshuram Institute of Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
Bestpay AI Lab,Bestpay AI Lab,Unknown,Other/Unknown,unknown,0.0
Bestpay,Bestpay,Unknown,Other/Unknown,unknown,0.0
the Hong Kong University of Science and Technology  (Guangzhou),The Hong Kong University of Science and Technology,Hong Kong,China,university_dataset,0.9104166666666665
Xi'an University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,China,China,university_dataset,0.9183673469387756
Laboratoire Astroparticule et cosmologie,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
"Technische Universitaet Ilmenau, Germany",International University in Germany,Germany,Europe,university_dataset,0.9
AIRCAS,AIRCAS,Unknown,Other/Unknown,unknown,0.0
Hanbat National University,Hanbat National University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
CASC,CASC,Unknown,Other/Unknown,unknown,0.0
Beijing Forestry University,Beijing Forestry University,China,China,university_dataset,1.0
Intelligent Game and Decision Lab,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
UCLA Computer Science Department,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
"AI Solution Team, AI Center, Samsung Research",Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
"Tsinghua Shenzhen International Graduate School, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Vidyasirimedhi Institute of Science and Technology,Institute of Science and Technology,Austria,Europe,university_dataset,0.95
VinAi Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
Wichita State University,Wichita State University,United States,United States,university_dataset,1.0
University Tübingen,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Centre for Quantum Technologies,Centre College,United States,United States,university_dataset,0.855
Yonsei Univ.,HUG - Univ. Hospitals of Geneva,Switzerland,Europe,university_dataset,0.855
China University of Geosciences，Wuhan,China University of Geosciences Wuhan,China,China,university_dataset,0.972972972972973
Nanchang Hangkong University,Nanchang University,China,China,university_dataset,0.95
NASK - National Research Institute,Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
"Massachusetts General Hospital, Harvard Medical School",Harvard University,United States,United States,manual_substring,0.9
Yunnan University,Yunnan University,China,China,university_dataset,1.0
"The Institute of Computing Technology, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Meta Superintelligence Labs,Meta AI,United States,United States,manual_substring,0.9
BNBU,BNBU,Unknown,Other/Unknown,unknown,0.0
HKBU-Zhuhai,HKBU-Zhuhai,Unknown,Other/Unknown,unknown,0.0
Beijing Normal University-Hong Kong Baptist University United International College,Hong Kong Baptist University,Hong Kong,China,manual_substring,0.9
Florida Institute of Technology,Florida Institute of Technology,United States,United States,university_dataset,1.0
Beijing Normal-Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong,China,manual_substring,0.9
"Department of C.S., Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
The Australian National University,Australian National University,Australia,Asia-Pacific (excl. China),manual_substring,0.9
Max-Planck Institute CBG,Max Planck Institute,Germany,Europe,manual_substring,0.9
Universität Ulm,Universität Ulm,Germany,Europe,university_dataset,1.0
Ulm University,"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",Germany,Europe,university_dataset,0.9
HeBei Normal University,Hebei Normal University,China,China,university_dataset,0.9565217391304348
Anhui University Of Science & Technology,Anhui University,China,China,university_dataset,0.9
North China University of Technology,North China University of Technology,China,China,university_dataset,1.0
Squirrel AI,Squirrel AI,Unknown,Other/Unknown,unknown,0.0
International IT University,International University,Cambodia,Asia-Pacific (excl. China),university_dataset,0.95
National Center for Artificial Intelligence,Kharkiv National University,Ukraine,Other/Unknown,university_dataset,0.855
University of South Carolina Columbia,University of South Carolina,United States,United States,university_dataset,0.95
Federation University Australia,Federation University Australia,Australia,Asia-Pacific (excl. China),university_dataset,1.0
Swinburne University of Technology,Swinburne University of Technology,Australia,Asia-Pacific (excl. China),university_dataset,1.0
Lambda Labs,Lambda Labs,Unknown,Other/Unknown,unknown,0.0
Profluent Bio,Profluent Bio,Unknown,Other/Unknown,unknown,0.0
Profluent,Profluent,Unknown,Other/Unknown,unknown,0.0
Fujitsu Research India Private Limited,Fujitsu,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Fujitsu Research and Development Center Co. Ltm.,Fujitsu,Japan,Asia-Pacific (excl. China),manual_substring,0.9
BT,BT,Unknown,Other/Unknown,unknown,0.0
Monumo,Monumo,Unknown,Other/Unknown,unknown,0.0
Guangxi University of Science and Technology,University of Science and Technology,Sudan,Other/Unknown,university_dataset,0.95
Xtramile,Xtramile,Unknown,Other/Unknown,unknown,0.0
Shanghai Aircraft Design and Research Institute,DigiPen Institute of Technology,United States,United States,university_dataset,0.855
"The Chinese University of Hong Kong, Shenhen",The Chinese University of Hong Kong,Hong Kong,China,university_dataset,1.0
National Evolutionary Synthesis Center,National Park College,United States,United States,university_dataset,0.855
"Huawei Tech. Investment Co., Limited",Huawei,China,China,manual_substring,0.9
Kameda Medical Center,University of Pittsburgh Medical Center,United States,United States,university_dataset,0.855
University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences,United States,United States,university_dataset,1.0
Luther College,Luther College,Canada,Canada,university_dataset,1.0
Samsung R&D Institute China-Beijing,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
EQT (Motherbrain),EQT (Motherbrain),Unknown,Other/Unknown,unknown,0.0
"Ecole Normale Supérieure, Ecole Normale Supérieure de Paris",Ecole Normale Supérieure de Paris,France,Europe,university_dataset,0.9
China Meteorological Administration,China Academy of Art,China,China,university_dataset,0.855
XMU,XMU,Unknown,Other/Unknown,unknown,0.0
Huawei Technologies Ltd.c,Huawei,China,China,manual_substring,0.9
FPTSoftware AI Center,University of Pittsburgh Medical Center,United States,United States,university_dataset,0.855
Wechat,Wechat,Unknown,Other/Unknown,unknown,0.0
inftech,inftech,Unknown,Other/Unknown,unknown,0.0
"INFLY TECH (Shanghai) Co., Ltd.","Donghua University, Shanghai",China,China,university_dataset,0.9
ByteDance.Inc,ByteDance,China,China,manual_substring,0.9
TeleAI,TeleAI,Unknown,Other/Unknown,unknown,0.0
Yangzhou University,Yangzhou University,China,China,university_dataset,1.0
Ihuman Corporation,Ihuman Corporation,Unknown,Other/Unknown,unknown,0.0
"Sichuan Newstrong UHD Video Technology Co., Ltd.",SANS Technology Institute,United States,United States,university_dataset,0.855
Champalimaud Neuroscience Programme,Champalimaud Neuroscience Programme,Unknown,Other/Unknown,unknown,0.0
Technische Hochschule OWL,Technische Hochschule Brandenburg,Germany,Europe,university_dataset,0.867391304347826
Universidad del País Vasco,Universidad del País Vasco,Spain,Europe,university_dataset,1.0
Southwest Petroleum University,Southwest Petroleum University,China,China,university_dataset,1.0
Hangzhou Normal University,Guangzhou Normal University,China,China,university_dataset,0.9433962264150944
"Qualcomm Inc, Qualcomm",Qualcomm,United States,United States,manual_substring,0.9
"The Chinese University of Hong Kong, ShenZhen",The Chinese University of Hong Kong,Hong Kong,China,university_dataset,1.0
KunByte Inc.,KunByte Inc.,Unknown,Other/Unknown,unknown,0.0
Hebei University of Science and Technology,Hebei University of Science and Technology,China,China,university_dataset,1.0
NIO,NIO,Unknown,Other/Unknown,unknown,0.0
University of Western Macedonia,University of Western Macedonia,Greece,Europe,university_dataset,1.0
University of South Dakota,University of South Dakota,United States,United States,university_dataset,1.0
The Wharton School,Claremont School of Theology,United States,United States,university_dataset,0.855
PengCheng Laboratory,Johns Hopkins University Applied Physics Laboratory,United States,United States,university_dataset,0.855
IBM India Research Lab,IBM Research,United States,United States,manual_substring,0.9
pluralis,pluralis,Unknown,Other/Unknown,unknown,0.0
PwC,PwC,Unknown,Other/Unknown,unknown,0.0
jiangnan University,Lingnan University,Hong Kong,China,university_dataset,0.9189189189189189
Suzhou University of Science and Technology,University of Science and Technology,Sudan,Other/Unknown,university_dataset,0.95
School of Artificial Intelligence and Computer Science,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
University of Dundee,University of Dundee,United Kingdom,Europe,university_dataset,1.0
"College of Information and Computer Science, University of Massachusetts at Amherst",University of Massachusetts at Amherst,United States,United States,university_dataset,0.9
Forward College,Howard College,United States,United States,university_dataset,0.896551724137931
"Indian Institute of Science, Bangalore (IISc)",Indian Institute of Science,India,Asia-Pacific (excl. China),university_dataset,0.9
Universidade Federal de Viçosa,Federal University (Brazil),Brazil,Latin America,manual_substring,0.9
Selvita,Selvita,Unknown,Other/Unknown,unknown,0.0
"Institute of Information Enginering, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",Chinese Academy of Sciences,China,China,manual_substring,0.9
Thomson Reuters,Thomson Reuters,Unknown,Other/Unknown,unknown,0.0
"Eastern Institute of Technology, Ningbo",Ningbo University,China,China,university_dataset,0.9
"Institute of Computing Technology, Chinese Academy of Science",Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
